IPO_company_name,Chittorgarh_link,Security_type,IPO_open_date,IPO_close_date,IPO_list_date,IPO_face_value,IPO_issue_price,IPO_lot_size,IPO_issue_size,IPO_Broker_apply,IPO_Broker_neutral,IPO_Broker_avoid,IPO_Member_apply,IPO_Member_neutral,IPO_Member_avoid,IPO_day1_qib,IPO_day1_nii,IPO_day1_rtl,IPO_day2_qib,IPO_day2_nii,IPO_day2_rtl,IPO_day3_qib,IPO_day3_nii,IPO_day3_rtl,IPO_RHP_doc,company_long_name,company_website,bse_link,bse_symbol,nse_link,nse_symbol,screener_link,gmp_company_name,gmp_website_link,day1_date,day1_price,day2_date,day2_price,day3_date,day3_price,day4_date,day4_price,day5_date,day5_price,day6_date,day6_price,day7_date,day7_price,day8_date,day8_price,day9_date,day9_price,day10_date,day10_price,day11_date,day11_price,day12_date,day12_price,day13_date,day13_price,day14_date,day14_price,day15_date,day15_price,day16_date,day16_price,day17_date,day17_price,day18_date,day18_price,day19_date,day19_price,day20_date,day20_price,day21_date,day21_price,day22_date,day22_price,day23_date,day23_price,day24_date,day24_price,day25_date,day25_price,day26_date,day26_price,day27_date,day27_price,day28_date,day28_price,day29_date,day29_price,day30_date,day30_price,day31_date,day31_price,day32_date,day32_price,day33_date,day33_price,ao_token,IPO_listing_price
Ishan International Limited,https://www.chittorgarh.com/ipo/ishan-international-ipo/1294/,SME,2022-09-09,2022-09-14,2022-09-22,10,80,1600,182400000,0,0,1,2,0,1,error,error,0.51,error,error,0.83,error,1.6,1.65,https://www.sebi.gov.in/filings/public-issues/sep-2022/prospectus-of-ishan-international-limited-sme-ipo_62825.html,Ishan International Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=ISHAN,ISHAN,https://www.screener.in/company/ISHAN/,Ishan International,https://www.investorgain.com/gmp/ishan-international-ipo/355/,2022-09-12,0,2022-09-13,0,2022-09-19,0,2022-09-20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabar Flex India Limited,https://www.chittorgarh.com/ipo/sabar-flex-india-ipo/1293/,SME,2022-09-08,2022-09-13,2022-09-21,10,11,10000,44800000,1,0,0,6,0,0,error,error,2.53,error,error,7.93,error,116.46,54.47,https://nsearchives.nseindia.com/emerge/corporates/content/SabarFlexIndia_PROSP.pdf,Sabar Flex India Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SABAR,SABAR,https://www.screener.in/company/SABAR/,Sabar Flex India,https://www.investorgain.com/gmp/sabar-flex-india-ipo/354/,2022-09-12,1,2022-09-13,1,2022-09-16,4,2022-09-19,5,2022-09-20,6,2022-09-21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Flex Plastics Limited,https://www.chittorgarh.com/ipo/mega-flex-plastics-ipo/1290/,SME,2022-09-06,2022-09-09,2022-09-19,10,40,3000,114000000,1,0,0,4,1,0,error,error,3.78,error,error,9.88,error,52.86,39.75,https://www.sebi.gov.in/filings/public-issues/sep-2022/prospectus-of-mega-flex-plastics-limited-sme-ipo_62570.html,Mega Flex Plastics Limited,https://megaflex.co.in,,,https://www.nseindia.com/get-quotes/equity?symbol=MEGAFLEX,MEGAFLEX,https://www.screener.in/company/MEGAFLEX/,Mega Flex Plastics,https://www.investorgain.com/gmp/mega-flex-plastics-ipo/349/,2022-08-31,6,2022-09-01,8,2022-09-02,8,2022-09-05,10,2022-09-06,10,2022-09-07,10,2022-09-08,10,2022-09-09,10,2022-09-12,12,2022-09-13,10,2022-09-14,18,2022-09-15,20,2022-09-16,16,2022-09-19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shantidoot Infra Services Limited,https://www.chittorgarh.com/ipo/shantidoot-infra-services-ipo/1292/,SME,2022-09-06,2022-09-09,2022-09-19,10,81,1600,40200000,0,0,1,0,0,4,error,error,0.63,error,error,0.94,error,2.36,3.33,https://www.bseindia.com/corporates/download/318655/SME_IPO%20Open/01.%20Prospectus_Shantidoot_20220901203343.pdf,Shantidoot Infra Services Limited,http://www.shantidootinfra.com,https://www.bseindia.com/stock-share-price/shantidoot-infra-services-ltd/SISL/543598/,SISL,,,https://www.screener.in/company/543598/,Shantidoot Infra Services,https://www.investorgain.com/gmp/shantidoot-infra-services-ipo/353/,2022-09-12,0,2022-09-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543598,64.8
Viviana Power Tech Limited,https://www.chittorgarh.com/ipo/viviana-power-tech-ipo/1289/,SME,2022-09-05,2022-09-08,2022-09-16,10,55,2000,88000000,1,0,0,5,0,0,error,error,5.12,error,error,12.85,error,97.47,72.95,https://www.sebi.gov.in/filings/public-issues/aug-2022/viviana-power-tech-limited-prospectus_66512.html,Viviana Power Tech Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=VIVIANA,VIVIANA,https://www.screener.in/company/VIVIANA/consolidated/,Viviana Power Tech,https://www.investorgain.com/gmp/viviana-power-tech-ipo/350/,2022-09-08,0,2022-09-09,0,2022-09-12,24,2022-09-13,23,2022-09-14,24,2022-09-15,24,2022-09-16,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtuoso Optoelectronics Limited,https://www.chittorgarh.com/ipo/virtuoso-optoelectronics-ipo/1288/,SME,2022-09-02,2022-09-07,2022-09-15,10,56,2000,302400000,1,0,0,7,0,0,error,error,3.61,error,error,15.43,error,112.87,80.95,https://www.sebi.gov.in/filings/public-issues/sep-2022/prospectus-of-virtuoso-optoelectronics-limited-sme-ipo_62571.html,Virtuoso Optoelectronics Limited,http://www.voepl.com,https://www.bseindia.com/stock-share-price/virtuoso-optoelectronics-ltd/VOEPL/543597/,VOEPL,,,https://www.screener.in/company/543597/,Virtuoso Optoelectronics,https://www.investorgain.com/gmp/virtuoso-optoelectronics-ipo/348/,2022-08-30,0,2022-08-31,0,2022-09-01,0,2022-09-02,0,2022-09-05,0,2022-09-06,0,2022-09-07,0,2022-09-08,0,2022-09-09,0,2022-09-12,42,2022-09-13,46,2022-09-14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543597,117
EP Biocomposites Limited,https://www.chittorgarh.com/ipo/ep-biocomposites-ipo/1286/,SME,2022-08-29,2022-09-05,2022-09-13,10,126,1000,63500000,0,0,1,0,2,1,error,error,3.65,error,0.84,5.23,error,21.58,15.44,https://www.sebi.gov.in/filings/public-issues/aug-2022/prospectus-of-ep-biocomposites-limited-sme-ipo_62300.html,EP Biocomposites Limited,http://www.epbiocomposites.com,https://www.bseindia.com/stock-share-price/ep-biocomposites-ltd/EPBIO/543595/,EPBIO,,,https://www.screener.in/company/543595/,EP Biocomposites,https://www.investorgain.com/gmp/ep-biocomposites-ipo/344/,2022-08-31,0,2022-09-12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543595,239.4
Jay Jalaram Technologies Limited,https://www.chittorgarh.com/ipo/jay-jalaram-technologies-ipo/1282/,SME,2022-08-26,2022-08-30,2022-09-08,10,36,3000,108000000,1,0,0,1,0,0,error,error,0.91,error,error,2.72,error,error,11.38,https://nsearchives.nseindia.com/emerge/corporates/content/JayJalaram_PROSP.pdf,Jay Jalaram Technologies Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=KORE,KORE,https://www.screener.in/company/KORE/,Jay Jalaram Technologies,https://www.investorgain.com/gmp/jay-jalaram-technologies-ipo/339/,2022-08-29,0,2022-08-30,0,2022-08-31,0,2022-09-01,0,2022-09-02,0,2022-09-05,0,2022-09-06,0,2022-09-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500458,
JFL Life Sciences Limited,https://www.chittorgarh.com/ipo/jfl-life-sciences-ipo/1278/,SME,2022-08-25,2022-08-30,2022-09-08,10,61,2000,181700000,1,0,0,2,0,1,error,error,1.65,error,error,3.71,error,6.19,11.66,https://www.sebi.gov.in/filings/public-issues/aug-2022/prospectus-of-jfl-life-sciences-limited-sme-ipo_62410.html,JFL Life Sciences Limited,https://www.jfllifesciences.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=JFLLIFE,JFLLIFE,https://www.screener.in/company/JFLLIFE/,JFL Life Sciences,https://www.investorgain.com/gmp/jfl-life-sciences-ipo/330/,2022-08-16,0,2022-08-19,4,2022-08-22,0,2022-08-23,0,2022-08-24,0,2022-08-25,0,2022-08-26,0,2022-08-29,0,2022-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameya Precision Engineers Limited,https://www.chittorgarh.com/ipo/ameya-engineers-ipo/1284/,SME,2022-08-25,2022-08-30,2022-09-08,10,34,4000,71400000,1,0,0,6,0,1,error,error,27.55,error,error,72.56,error,259.16,243.53,https://www.sebi.gov.in/filings/public-issues/aug-2022/ameya-precision-engineers-limited-prospectus_66510.html,Ameya Precision Engineers Limited,https://www.ameyaengineers.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=AMEYA,AMEYA,https://www.screener.in/company/AMEYA/,Ameya Precision Engineers,https://www.investorgain.com/gmp/ameya-engineers-ipo/340/,2022-08-24,0,2022-08-25,0,2022-08-26,0,2022-08-29,0,2022-08-30,0,2022-08-31,0,2022-09-01,0,2022-09-02,0,2022-09-05,0,2022-09-06,0,2022-09-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipna Pharmachem Limited,https://www.chittorgarh.com/ipo/dipna-pharmachem-ipo/1285/,SME,2022-08-25,2022-08-30,2022-09-08,10,38,3000,152100000,0,0,1,3,0,1,error,error,1.09,error,error,2.27,error,0.78,4.75,https://www.sebi.gov.in/filings/public-issues/aug-2022/dipna-pharmachem-limited-sme-issue-prospectus_64942.html,Dipna Pharmachem Limited,http://www.dipnapharmachem.com,https://www.bseindia.com/stock-share-price/dipna-pharmachem-ltd/DPL/543594/,DPL,,,https://www.screener.in/company/543594/,Dipna Pharmachem,https://www.investorgain.com/gmp/dipna-pharmachem-ipo/341/,2022-08-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543594,24.79
Rhetan TMT Limited,https://www.chittorgarh.com/ipo/rhetan-tmt-ipo/1279/,SME,2022-08-22,2022-08-25,2022-09-05,10,70,2000,560000000,0,0,1,1,0,7,error,error,0.32,error,error,0.51,error,2.18,0.76,https://www.sebi.gov.in/filings/public-issues/aug-2022/prospectus-of-rhetan-tmt-limited-sme-ipo_62027.html,Rhetan TMT Limited,http://www.rhetan.com,https://www.bseindia.com/stock-share-price/rhetan-tmt-ltd/RHETAN/543590/,RHETAN,,,https://www.screener.in/company/543590/,Rhetan TMT,https://www.investorgain.com/gmp/rhetan-tmt-ipo/331/,2022-08-19,2,2022-08-22,2,2022-08-23,4,2022-08-25,4,2022-08-31,4,2022-09-01,4,2022-09-02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543590,1.49
Naturo Indiabull Limited,https://www.chittorgarh.com/ipo/naturo-indiabull-ipo/1280/,SME,2022-08-22,2022-08-24,2022-09-02,10,30,4000,109200000,0,0,1,0,0,5,error,error,1.64,error,error,7.4,error,error,32.08,https://www.sebi.gov.in/filings/public-issues/aug-2022/prospectus-of-naturo-indiabull-limited-sme-ipo_61962.html,Naturo Indiabull Limited,http://www.naturoindiabull.com,https://www.bseindia.com/stock-share-price/naturo-indiabull-ltd/NATURO/543579/,NATURO,,,https://www.screener.in/company/543579/,Naturo Indiabull,https://www.investorgain.com/gmp/naturo-indiabull-ipo/332/,2022-08-19,0,2022-08-22,9,2022-08-23,9,2022-08-24,4,2022-08-25,4,2022-08-26,4,2022-08-29,0,2022-08-30,0,2022-08-31,4,2022-09-01,4,2022-09-02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543579,25
Olatech Solutions Limited,https://www.chittorgarh.com/ipo/olatech-solutions-ipo/1277/,SME,2022-08-12,2022-08-19,2022-08-29,10,27,4000,18900000,0,0,1,8,0,0,error,error,117.38,error,79.56,360.02,error,517.71,679.94,https://www.sebi.gov.in/filings/public-issues/aug-2022/olatech-solutions-limited-sme-issue-prospectus_64937.html,Olatech Solutions Limited,http://www.olatechs.com,https://www.bseindia.com/stock-share-price/olatech-solutions-ltd/OLATECH/543578/,OLATECH,,,https://www.screener.in/company/543578/,Olatech Solutions,https://www.investorgain.com/gmp/olatech-solutions-ipo/328/,2022-08-13,0,2022-08-16,0,2022-08-18,0,2022-08-19,0,2022-08-22,0,2022-08-23,0,2022-08-24,0,2022-08-25,0,2022-08-26,0,2022-08-29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543578,
Veekayem Fashion & Apparels Limited,https://www.chittorgarh.com/ipo/veekayem-fashion-and-apparels-ipo/1275/,SME,2022-08-05,2022-08-11,2022-08-22,10,28,4000,44400000,0,0,1,2,1,1,error,error,34.68,error,error,113.31,error,355.85,247.09,https://www.sebi.gov.in/filings/public-issues/aug-2022/prospectus-of-veekayem-fashion-and-apparels-limited-sme-ipo_62340.html,Veekayem Fashion & Apparels Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=VEEKAYEM,VEEKAYEM,https://www.screener.in/company/VEEKAYEM/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upsurge Seeds of Agriculture Limited,https://www.chittorgarh.com/ipo/upsurge-seeds-of-agriculture-ipo/1274/,SME,2022-07-29,2022-08-02,2022-08-11,10,120,1200,228100000,1,0,0,5,2,0,error,error,3.85,error,error,20.04,error,error,59.29,https://www.sebi.gov.in/filings/public-issues/jul-2022/upsurge-seeds-of-agriculture-limited_61146.html,Upsurge Seeds of Agriculture Limited,https://www.usaseedslimited.com,,,https://www.nseindia.com/get-quotes/equity?symbol=USASEEDS,USASEEDS,https://www.screener.in/company/USASEEDS/,Upsurge Seeds of,https://www.investorgain.com/gmp/upsurge-seeds-of-agriculture-ipo/317/,2022-07-25,0,2022-08-10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agni Green Power Limited,https://www.chittorgarh.com/ipo/agni-green-power-ipo/1273/,SME,2022-07-20,2022-07-22,2022-08-01,10,10,10000,52500000,1,0,0,1,0,2,error,error,1.82,error,error,5.83,error,error,39.92,https://nsearchives.nseindia.com/emerge/corporates/content/AgniPower_Prosp.pdf,Agni Green Power Limited.,,,,https://www.nseindia.com/get-quotes/equity?symbol=AGNI,AGNI,https://www.screener.in/company/AGNI/,Agni Green Power,https://www.investorgain.com/gmp/agni-green-power-ipo/315/,2022-07-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthy Life Agritec Limited,https://www.chittorgarh.com/ipo/healthy-life-agritec-ipo/1272/,SME,2022-07-13,2022-07-18,2022-07-26,10,10,10000,100000000,1,0,0,0,0,0,error,error,1.68,error,error,2.81,error,5.22,11.19,https://www.sebi.gov.in/filings/public-issues/jul-2022/prospectus-of-healthy-life-agritec-limited-sme-ipo_60676.html,Healthy Life Agritec Limited,http://www.healthylifeagritec.com,https://www.bseindia.com/stock-share-price/healthy-life-agritec-ltd/HEALTHYLIFE/543546/,HEALTHYLIFE,,,https://www.screener.in/company/543546/consolidated/,Healthy Life Agritec,https://www.investorgain.com/gmp/healthy-life-agritec-ipo/314/,2022-07-13,1,2022-07-15,1,2022-07-18,0,2022-07-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543546,8.9
SKP Bearing Industries Limited,https://www.chittorgarh.com/ipo/skp-bearing-industries-ipo/1268/,SME,2022-06-30,2022-07-05,2022-07-13,10,70,2000,308000000,1,0,0,0,0,0,error,error,1.22,error,error,2.82,error,10.2,9.92,https://nsearchives.nseindia.com/emerge/corporates/content/SKP_Prosp.pdf,SKP Bearing Industries Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SKP,SKP,https://www.screener.in/company/SKP/consolidated/,SKP Bearing,https://www.investorgain.com/gmp/skp-bearing-industries-ipo/305/,2022-06-30,0,2022-07-13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayant Infratech Limited,https://www.chittorgarh.com/ipo/jayant-infratech-ipo/1269/,SME,2022-06-30,2022-07-05,2022-07-13,10,67,2000,61900000,0,0,1,0,0,0,error,error,0.29,error,error,0.97,error,4.23,3.76,https://www.sebi.gov.in/filings/public-issues/jun-2022/jayant-infratech-limited-sme-ipo_60308.html,Jayant Infratech Limited,http://www.jayantinfra.com,https://www.bseindia.com/stock-share-price/jayant-infratech-ltd/JAYANT/543544/,JAYANT,,,https://www.screener.in/company/543544/,Jayant Infratech,https://www.investorgain.com/gmp/jayant-infratech-ipo/306/,2022-06-30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543544,25.33
B-Right Realestate Limited,https://www.chittorgarh.com/ipo/b-right-realestate-ipo/1270/,SME,2022-06-30,2022-07-05,2022-07-13,10,153,800,443600000,0,0,1,0,0,0,error,error,0.19,error,error,0.38,error,1.82,0.6,https://www.bseindia.com/corporates/download/398903/SME_IPO%20Open/01.%20Prospectus_B-Right_20220627155545.pdf%20,B-Right RealEstate Limited,http://www.b-rightgroup.com,https://www.bseindia.com/stock-share-price/b-right-realestate-ltd/BRRL/543543/,BRRL,,,https://www.screener.in/company/543543/consolidated/,B Right Real,https://www.investorgain.com/gmp/b-right-realestate-ipo/307/,2022-06-30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543543,140.5
Mangalam Worldwide Limited,https://www.chittorgarh.com/ipo/mangalam-worldwide-ipo/1265/,SME,2022-06-30,2022-07-04,2022-07-11,10,101,1200,655800000,0,0,0,0,0,0,error,error,0.05,error,error,0.13,error,error,0.46,https://nsearchives.nseindia.com/emerge/corporates/content/MangalamWorldwideLimited_PROSP.pdf,Mangalam Worldwide Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=MWL,MWL,https://www.screener.in/company/MWL/,Mangalam Worldwide,https://www.investorgain.com/gmp/mangalam-worldwide-ipo/302/,2022-06-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kesar India Limited,https://www.chittorgarh.com/ipo/kesar-india-ipo/1271/,SME,2022-06-30,2022-07-04,2022-07-12,10,170,800,158200000,0,0,0,1,0,1,error,error,0.13,error,error,0.3,error,error,0.91,https://www.sebi.gov.in/filings/public-issues/jun-2022/kesar-india-limited-prospectus_66507.html,Kesar India Limited,http://www.kesarlands.com,https://www.bseindia.com/stock-share-price/kesar-india-ltd/KESAR/543542/,KESAR,,,https://www.screener.in/company/543542/consolidated/,Kesar India,https://www.investorgain.com/gmp/kesar-india-ipo/308/,2022-06-30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543542,
Veerkrupa Jewellers Limited,https://www.chittorgarh.com/ipo/veerkrupa-jewellers-ipo/1267/,SME,2022-06-29,2022-07-08,2022-07-18,10,27,4000,81000000,0,0,1,0,0,0,error,error,0.59,error,0.79,1.96,error,1.04,2.67,https://www.sebi.gov.in/filings/public-issues/jun-2022/prospectus-of-veerkrupa-jewellers-limited-sme-ipo_60069.html,Veerkrupa Jewellers Limited,http://www.veerkrupajewellers.com,https://www.bseindia.com/stock-share-price/veerkrupa-jewellers-ltd/VEERKRUPA/543545/,VEERKRUPA,,,https://www.screener.in/company/543545/,Veerkrupa Jewellers,https://www.investorgain.com/gmp/veerkrupa-jewellers-ipo/304/,2022-06-23,0,2022-07-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543545,
KCK Industries Limited,https://www.chittorgarh.com/ipo/kck-industries-ipo/1262/,SME,2022-06-27,2022-06-30,2022-07-08,10,30,4000,45000000,1,0,0,0,0,0,error,error,2.22,error,error,3.76,error,3.02,8.79,https://www.sebi.gov.in/filings/public-issues/jun-2022/kck-industries-limited-sme-prospectus_59817.html,KCK Industries Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=KCK,KCK,https://www.screener.in/company/KCK/,KCK Industries,https://www.investorgain.com/gmp/kck-industries-ipo/299/,2022-06-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sailani Tours N Travels Limited,https://www.chittorgarh.com/ipo/sailani-tours-n-travels-ipo/1266/,SME,2022-06-27,2022-06-30,2022-07-08,10,15,8000,19000000,0,0,1,0,0,0,error,error,1.65,error,error,2.33,error,1.87,4.61,https://www.bseindia.com/corporates/download/329950/SME_IPO%20Open/Prospectus_Sailani_20220622151520.pdf%20,Sailani Tours N Travels Limited,http://www.sailanitours.com,https://www.bseindia.com/stock-share-price/sailani-tours-n-travels-ltd/SAILANI/543541/,SAILANI,,,https://www.screener.in/company/543541/,Sailani Tours N,https://www.investorgain.com/gmp/sailani-tours-n-travels-ipo/303/,2022-06-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543541,16
Pearl Green Clubs & Resorts Limited,https://www.chittorgarh.com/ipo/pearl-green-clubs-and-resorts-ipo/1263/,SME,2022-06-27,2022-06-29,2022-07-07,10,186,600,117200000,0,0,1,0,0,0,error,error,0.35,error,error,0.57,error,error,1.35,https://www.sebi.gov.in/filings/public-issues/jun-2022/pearl-green-clubs-and-resorts-limited_59819.html,Pearl Green Clubs and Resorts Limited,http://www.pearlgreenclubsresort.com,https://www.bseindia.com/stock-share-price/pearl-green-clubs-and-resorts-ltd/PGCRL/543540/,PGCRL,,,https://www.screener.in/company/543540/,Pearl Green Clubs,https://www.investorgain.com/gmp/pearl-green-clubs-and-resorts-ipo/300/,2022-06-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543540,189.05
Modi's Navnirman Limited,https://www.chittorgarh.com/ipo/modis-navnirman-ipo/1264/,SME,2022-06-23,2022-06-28,2022-07-06,10,180,800,226800000,0,0,1,0,0,0,error,error,0.19,error,error,0.41,error,2.76,1.22,https://www.sebi.gov.in/filings/public-issues/jun-2022/prospectus-of-modi-s-navnirman-limited-sme-ipo_59882.html,Modis Navnirman Limited,http://www.modisnirman.com,https://www.bseindia.com/stock-share-price/modis-navnirman-ltd/MODIS/543539/,MODIS,,,https://www.screener.in/company/543539/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543539,61.5
Goel Food Products Limited,https://www.chittorgarh.com/ipo/goel-food-products-ipo/1261/,SME,2022-06-15,2022-06-20,2022-06-28,10,72,1600,72100000,0,0,1,0,0,2,error,error,0.89,error,error,1.28,error,1.21,2.07,https://www.bsesme.com/download/371436/SME_IPO%20Open/Prospectus_Goel_20220611181516.pdf,Goel Food Products Limited,http://www.bika.co.in,https://www.bseindia.com/stock-share-price/goel-food-products-ltd/GOEL/543538/,GOEL,,,https://www.screener.in/company/543538/,Goel Food Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543538,
Scarnose International Limited,https://www.chittorgarh.com/ipo/scarnose-international-ipo/1260/,SME,2022-06-14,2022-06-17,2022-06-27,10,55,2000,66000000,0,0,0,0,0,3,error,error,0.92,error,error,1.27,error,2.09,2.34,https://www.sebi.gov.in/filings/public-issues/jun-2022/prospectus-of-scarnose-international-limited-sme-ipo_59625.html,Scarnose International Limited,http://www.scarnose.com,https://www.bseindia.com/stock-share-price/scarnose-international-ltd/SCARNOSE/543537/,SCARNOSE,,,https://www.screener.in/company/543537/,Scarnose International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543537,
Silver Pearl Hospitality & Luxury Spaces Limited,https://www.chittorgarh.com/ipo/silver-pearl-hospitality-ipo/1259/,SME,2022-06-06,2022-06-09,2022-06-17,10,18,8000,90000000,0,0,1,1,0,8,error,error,1,error,error,1.39,error,0.8,2.56,https://www.bsesme.com/download/313728/SME_IPO%20Open/Silver%20Pearl%20Hospitality%20_%20Prospectus_20220531153357.pdf,Silver Pearl Hospitality & Luxury Spaces Limited,http://www.silverpearlhospitality.com,https://www.bseindia.com/stock-share-price/silver-pearl-hospitality-luxury-spaces-ltd/SILVERPRL/543536/,SILVERPRL,,,https://www.screener.in/company/543536/,Silver Pearl Hospitality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543536,
Fidel Softech Limited,https://www.chittorgarh.com/ipo/fidel-softech-ipo/1258/,SME,2022-05-30,2022-06-02,2022-06-10,10,37,3000,135000000,1,0,0,0,0,0,error,error,5.97,error,error,16.68,error,138.34,67.44,https://nsearchives.nseindia.com/emerge/corporates/content/FidelSoftech_Prosp.pdf,Fidel Softech Limited,https://www.fidelsoftech.com,,,https://www.nseindia.com/get-quotes/equity?symbol=FIDEL,FIDEL,https://www.screener.in/company/FIDEL/,Fidel Softech,https://www.investorgain.com/gmp/fidel-softech-ipo/292/,2022-06-01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globesecure Technologies Limited,https://www.chittorgarh.com/ipo/globesecure-technologies-ipo/1256/,SME,2022-05-23,2022-05-25,2022-06-02,10,29,4000,101300000,0,0,1,0,0,0,error,error,0.89,error,error,1.31,error,error,4.64,https://nsearchives.nseindia.com/emerge/corporates/content/GlobesecureTech_PROSP.pdf,Globesecure Technologies Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=GSTL,GSTL,https://www.screener.in/company/GSTL/,Globesecure Technologies,https://www.investorgain.com/gmp/globesecure-technologies-ipo/290/,2022-05-30,2,2022-05-31,2,2022-06-01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540654,
Rachana Infrastructure Limited,https://www.chittorgarh.com/ipo/rachana-infrastructure-ipo/1255/,SME,2022-05-20,2022-06-02,2022-06-10,10,135,1000,762800000,0,0,1,0,0,6,error,0.47,0.36,error,0.63,0.44,error,1.82,0.6,https://www.sebi.gov.in/filings/public-issues/may-2022/rachana-infrastructure-limited_58925.html,Rachana Infrastructure Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=RILINFRA,RILINFRA,https://www.screener.in/company/RILINFRA/,Rachana Infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
